Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
Precious Achiuwa,C,22,TOR,73,28,23.6,3.6,8.3,0.439,0.8,2.1,0.359,2.9,6.1,0.468,0.486,1.1,1.8,0.595,2.0,4.5,6.5,1.1,0.5,0.6,1.2,2.1,9.1,2840160.0
Steven Adams,C,28,MEM,76,75,26.3,2.8,5.1,0.547,0.0,0.0,0.0,2.8,5.0,0.548,0.547,1.4,2.6,0.543,4.6,5.4,10.0,3.4,0.9,0.8,1.5,2.0,6.9,17926829.0
Bam Adebayo,C,24,MIA,56,56,32.6,7.3,13.0,0.557,0.0,0.1,0.0,7.3,12.9,0.562,0.557,4.6,6.1,0.753,2.4,7.6,10.1,3.4,1.4,0.8,2.6,3.1,19.1,30351780.0
Santi Aldama,PF,21,MEM,32,0,11.3,1.7,4.1,0.402,0.2,1.5,0.125,1.5,2.6,0.56,0.424,0.6,1.0,0.625,1.0,1.7,2.7,0.7,0.2,0.3,0.5,1.1,4.1,2094120.0
Nickeil Alexander-Walker,SG,23,TOT,65,21,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,0.449,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,5009633.0
Nickeil Alexander-Walker,SG,23,NOP,50,19,26.3,4.7,12.6,0.375,1.9,6.1,0.311,2.8,6.5,0.434,0.45,1.4,1.9,0.722,0.7,2.6,3.3,2.8,0.8,0.4,1.7,1.8,12.8,5009633.0
Nickeil Alexander-Walker,SG,23,UTA,15,2,9.9,1.1,3.2,0.333,0.7,2.2,0.303,0.4,1.0,0.4,0.438,0.7,0.8,0.917,0.1,1.5,1.5,1.1,0.3,0.3,0.5,1.0,3.5,5009633.0
Grayson Allen,SG,26,MIL,66,61,27.3,3.9,8.6,0.448,2.4,5.9,0.409,1.5,2.7,0.533,0.588,1.0,1.1,0.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1,8500000.0
Jarrett Allen,C,23,CLE,56,56,32.3,6.6,9.7,0.677,0.0,0.2,0.1,6.6,9.6,0.688,0.678,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,20000000.0
Jose Alvarado,PG,23,NOP,54,1,15.4,2.4,5.4,0.446,0.6,2.0,0.291,1.8,3.4,0.538,0.5,0.7,1.0,0.679,0.5,1.4,1.9,2.8,1.3,0.1,0.7,1.4,6.1,1563518.0
Kyle Anderson,PF,28,MEM,69,11,21.5,3.0,6.8,0.446,0.5,1.6,0.33,2.5,5.2,0.481,0.484,1.0,1.5,0.638,1.0,4.3,5.3,2.7,1.1,0.7,1.0,1.6,7.6,8780488.0
Giannis Antetokounmpo,PF,27,MIL,67,67,32.9,10.3,18.6,0.553,1.1,3.6,0.293,9.2,15.0,0.616,0.582,8.3,11.4,0.722,2.0,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,42492492.0
Thanasis Antetokounmpo,SF,29,MIL,48,6,9.9,1.5,2.7,0.547,0.0,0.3,0.143,1.4,2.4,0.596,0.555,0.6,1.0,0.63,0.8,1.3,2.1,0.5,0.3,0.3,0.5,1.4,3.6,1878720.0
Cole Anthony,PG,21,ORL,65,65,31.7,5.5,14.0,0.391,2.0,6.0,0.338,3.5,8.0,0.432,0.464,3.3,3.9,0.854,0.5,4.9,5.4,5.7,0.7,0.3,2.6,2.6,16.3,3613680.0
OG Anunoby,SF,24,TOR,48,48,36.0,6.4,14.5,0.443,2.4,6.6,0.363,4.0,7.9,0.511,0.526,1.9,2.5,0.754,1.5,4.0,5.5,2.6,1.5,0.5,1.7,2.7,17.1,17357143.0
Ryan Arcidiacono,PG,27,NYK,10,0,7.6,0.6,1.2,0.5,0.4,0.9,0.444,0.2,0.3,0.667,0.667,0.0,0.0,0.7598213552361397,0.0,0.8,0.8,0.4,0.1,0.0,0.3,0.5,1.6,1836090.0
D.J. Augustin,PG,34,TOT,55,2,16.1,1.7,4.0,0.423,1.2,3.0,0.415,0.5,1.1,0.448,0.577,0.7,0.8,0.884,0.2,1.0,1.2,1.9,0.3,0.0,1.0,0.7,5.3,333333.0
D.J. Augustin,PG,34,HOU,34,2,15.0,1.6,4.0,0.404,1.1,2.8,0.406,0.5,1.2,0.4,0.548,1.0,1.1,0.868,0.2,1.0,1.2,2.2,0.3,0.0,1.3,0.5,5.4,333333.0
D.J. Augustin,PG,34,LAL,21,0,17.8,1.9,4.1,0.453,1.4,3.2,0.426,0.5,0.9,0.556,0.622,0.2,0.2,1.0,0.2,1.1,1.3,1.6,0.3,0.0,0.5,1.0,5.3,333333.0
Deni Avdija,SF,21,WAS,82,8,24.2,3.0,7.1,0.432,1.0,3.2,0.317,2.0,3.9,0.525,0.503,1.3,1.7,0.757,0.6,4.5,5.2,2.0,0.7,0.5,1.1,2.3,8.4,4916160.0
Deandre Ayton,C,23,PHO,58,58,29.5,7.6,12.0,0.634,0.1,0.3,0.368,7.5,11.7,0.642,0.639,1.8,2.4,0.746,2.6,7.7,10.2,1.4,0.7,0.7,1.6,2.4,17.2,30913750.0
Udoka Azubuike,C,22,UTA,17,6,11.5,2.2,2.9,0.755,0.0,0.0,0.3291231732776618,2.2,2.9,0.755,0.755,0.4,0.6,0.545,1.1,3.1,4.2,0.0,0.1,0.6,0.7,1.5,4.7,2174880.0
Marvin Bagley III,PF,22,TOT,48,25,23.9,4.7,9.3,0.504,0.5,2.0,0.237,4.2,7.3,0.579,0.53,1.4,2.1,0.663,2.2,4.9,7.0,0.8,0.5,0.4,0.8,1.9,11.3,12500000.0
Marvin Bagley III,PF,22,SAC,30,17,21.9,3.8,8.2,0.463,0.5,2.1,0.242,3.3,6.1,0.538,0.494,1.2,1.6,0.745,2.2,4.9,7.2,0.6,0.3,0.4,0.7,1.7,9.3,12500000.0
Marvin Bagley III,PF,22,DET,18,8,27.2,6.2,11.1,0.555,0.4,1.9,0.229,5.7,9.2,0.624,0.575,1.8,3.0,0.593,2.1,4.7,6.8,1.1,0.7,0.4,1.0,2.4,14.6,12500000.0
LaMelo Ball,PG,20,CHO,75,75,32.3,7.2,16.7,0.429,2.9,7.5,0.389,4.2,9.2,0.462,0.517,2.8,3.2,0.872,1.4,5.2,6.7,7.6,1.6,0.4,3.3,3.2,20.1,8623920.0
Lonzo Ball,PG,24,CHI,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,19534884.0
Mo Bamba,C,23,ORL,71,69,25.7,4.2,8.7,0.48,1.5,4.0,0.381,2.7,4.7,0.563,0.566,0.8,1.0,0.781,2.1,6.0,8.1,1.2,0.5,1.7,1.1,2.6,10.6,10300000.0
Desmond Bane,SG,23,MEM,76,76,29.8,6.7,14.5,0.461,3.0,6.9,0.436,3.7,7.6,0.484,0.565,1.8,2.0,0.903,0.6,3.8,4.4,2.7,1.2,0.4,1.5,2.6,18.2,2130240.0
Dalano Banton,PG,22,TOR,64,1,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,1563518.0
Harrison Barnes,PF,29,SAC,77,77,33.6,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,18352273.0
Scottie Barnes,PF,20,TOR,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10.0,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,7644600.0
RJ Barrett,SF,21,NYK,70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,10900635.0
Will Barton,SG,31,DEN,71,71,32.1,5.5,12.6,0.438,2.2,6.1,0.365,3.3,6.6,0.504,0.525,1.4,1.8,0.803,0.6,4.2,4.8,3.9,0.8,0.4,1.8,1.6,14.7,14375000.0
Charles Bassey,C,21,PHI,23,0,7.3,1.3,2.0,0.638,0.0,0.2,0.0,1.3,1.9,0.698,0.638,0.4,0.5,0.75,1.0,1.7,2.7,0.3,0.2,0.7,0.3,1.4,3.0,74742.0
Keita Bates-Diop,SF,26,SAS,59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2.0,3.5,0.572,0.549,0.8,1.0,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1.0,5.7,1878720.0
Nicolas Batum,PF,33,LAC,59,54,24.8,3.0,6.6,0.463,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,19700319.0
Nicolas Batum,PF,33,LAC,59,54,24.8,3.0,6.6,0.463,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,19700319.0
Darius Bazley,PF,21,OKC,69,53,27.9,4.0,9.4,0.422,1.2,3.9,0.297,2.8,5.5,0.511,0.484,1.7,2.5,0.688,1.0,5.3,6.3,1.4,0.8,1.0,1.3,1.0,10.8,4264629.0
Bradley Beal,SG,28,WAS,40,40,36.0,8.7,19.3,0.451,1.6,5.3,0.3,7.1,14.0,0.508,0.492,4.2,5.1,0.833,1.0,3.8,4.7,6.6,0.9,0.4,3.4,2.4,23.2,43279250.0
Malik Beasley,SG,25,MIN,79,18,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,15558035.0
Patrick Beverley,PG,33,MIN,58,54,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,13000000.0
Saddiq Bey,SF,22,DET,82,82,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,2959080.0
Khem Birch,C,29,TOR,55,28,18.0,1.8,3.6,0.485,0.0,0.3,0.0,1.8,3.4,0.522,0.485,1.0,1.3,0.746,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.5,6667500.0
Goga Bitadze,C,22,IND,50,16,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,4765339.0
Bismack Biyombo,C,29,PHO,36,3,14.1,2.4,4.0,0.593,0.0,0.0,0.3291231732776618,2.4,4.0,0.593,0.593,1.1,2.0,0.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,1836090.0
Eric Bledsoe,PG,32,LAC,54,29,25.2,3.6,8.7,0.421,0.9,3.0,0.313,2.7,5.6,0.479,0.475,1.6,2.2,0.761,0.5,2.9,3.4,4.2,1.3,0.4,2.1,1.6,9.9,1300000.0
Bol Bol,PF,22,DEN,14,0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1.0,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,2200000.0
Leandro Bolmaro,SF,21,MIN,35,2,6.9,0.5,1.5,0.315,0.1,0.5,0.278,0.3,1.0,0.333,0.361,0.3,0.4,0.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4,2471160.0
Devin Booker,SG,25,PHO,68,68,34.5,9.7,20.9,0.466,2.7,7.0,0.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,33833400.0
Brandon Boston Jr.,SG,20,LAC,51,0,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.8,4.2,0.425,0.437,1.2,1.4,0.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,1563518.0
Chris Boucher,SF,29,TOR,80,9,21.1,3.4,7.2,0.464,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,12690000.0
James Bouknight,SG,21,CHO,31,0,9.8,1.6,4.5,0.348,0.5,1.6,0.347,1.0,3.0,0.348,0.408,0.9,1.0,0.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,4362240.0
Tony Bradley,C,24,CHI,55,7,10.0,1.3,2.2,0.585,0.0,0.0,0.3291231732776618,1.3,2.2,0.585,0.585,0.3,0.5,0.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3.0,2036318.0
Mikal Bridges,SF,25,PHO,82,82,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,20100000.0
Oshae Brissett,SF,23,IND,67,25,23.3,3.1,7.6,0.411,1.2,3.5,0.35,1.9,4.0,0.465,0.493,1.7,2.4,0.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1,1846738.0
Malcolm Brogdon,PG,29,IND,36,36,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4.0,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,22600000.0
Dillon Brooks,SF,26,MEM,32,31,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,11400000.0
Bruce Brown,SF,25,BRK,72,45,24.6,3.6,7.0,0.506,0.5,1.3,0.404,3.0,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9.0,6479000.0
Greg Brown III,SF,20,POR,48,6,13.3,1.7,4.0,0.426,0.4,1.3,0.311,1.3,2.7,0.481,0.476,0.9,1.4,0.677,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7,1563518.0
Jaylen Brown,SF,25,BOS,66,66,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,28741071.0
Sterling Brown,SG,26,DAL,49,3,12.8,1.2,3.2,0.381,0.6,1.9,0.304,0.6,1.3,0.492,0.471,0.3,0.3,0.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3,3000000.0
Troy Brown Jr.,SF,22,CHI,66,7,16.0,1.6,3.9,0.419,0.7,2.0,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,1836090.0
Jalen Brunson,SG,25,DAL,79,61,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3,27733332.0
Thomas Bryant,C,24,WAS,27,9,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1.0,3.0,4.0,0.9,0.2,0.8,0.7,1.6,7.4,1836090.0
Reggie Bullock,SF,30,DAL,68,37,28.0,3.0,7.4,0.401,2.1,5.8,0.36,0.9,1.6,0.55,0.542,0.6,0.7,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,10012800.0
Alec Burks,SG,30,NYK,81,44,28.6,3.5,9.0,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7,10012800.0
Jared Butler,SG,21,UTA,42,1,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8,1563518.0
Jimmy Butler,SF,32,MIA,57,57,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,37653300.0
Kentavious Caldwell-Pope,SG,28,WAS,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,14004703.0
Facundo Campazzo,PG,30,DEN,65,4,18.2,1.6,4.6,0.361,0.9,3.0,0.301,0.8,1.6,0.476,0.459,0.9,1.2,0.769,0.4,1.4,1.8,3.4,1.0,0.4,1.0,1.9,5.1,1836090.0
Clint Capela,C,27,ATL,74,73,27.6,5.0,8.2,0.613,0.0,0.0,0.0,5.0,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,18706896.0
Vernon Carey Jr.,C,20,TOT,7,1,6.3,1.0,1.9,0.538,0.0,0.0,0.3291231732776618,1.0,1.9,0.538,0.538,0.9,1.9,0.462,1.1,0.6,1.7,0.0,0.3,0.1,0.4,0.6,2.9,1782621.0
Vernon Carey Jr.,C,20,CHO,4,1,4.3,0.8,1.5,0.5,0.0,0.0,0.3291231732776618,0.8,1.5,0.5,0.5,0.5,0.8,0.667,0.8,0.5,1.3,0.0,0.3,0.0,0.3,0.3,2.0,1782621.0
Vernon Carey Jr.,C,20,WAS,3,0,9.0,1.3,2.3,0.571,0.0,0.0,0.3291231732776618,1.3,2.3,0.571,0.571,1.3,3.3,0.4,1.7,0.7,2.3,0.0,0.3,0.3,0.7,1.0,4.0,1782621.0
Jevon Carter,PG,26,TOT,66,3,13.7,1.5,3.8,0.387,1.0,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1.0,4.2,6025000.0
Jevon Carter,PG,26,TOT,66,3,13.7,1.5,3.8,0.387,1.0,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1.0,4.2,6025000.0
Jevon Carter,PG,26,BRK,46,1,12.0,1.3,3.8,0.333,0.9,2.8,0.331,0.3,1.0,0.34,0.454,0.2,0.2,0.7,0.2,1.3,1.5,1.0,0.3,0.2,0.6,1.0,3.6,6025000.0
Jevon Carter,PG,26,BRK,46,1,12.0,1.3,3.8,0.333,0.9,2.8,0.331,0.3,1.0,0.34,0.454,0.2,0.2,0.7,0.2,1.3,1.5,1.0,0.3,0.2,0.6,1.0,3.6,6025000.0
Jevon Carter,PG,26,MIL,20,2,17.7,2.0,4.0,0.506,1.2,2.2,0.558,0.8,1.8,0.444,0.658,0.4,0.4,1.0,0.3,1.9,2.2,2.5,0.5,0.2,0.4,1.1,5.6,6025000.0
Jevon Carter,PG,26,MIL,20,2,17.7,2.0,4.0,0.506,1.2,2.2,0.558,0.8,1.8,0.444,0.658,0.4,0.4,1.0,0.3,1.9,2.2,2.5,0.5,0.2,0.4,1.1,5.6,6025000.0
Wendell Carter Jr.,PF,22,ORL,62,61,29.9,5.8,11.0,0.525,1.1,3.5,0.327,4.7,7.6,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0,14150000.0
Alex Caruso,SG,27,CHI,41,18,28.0,2.5,6.2,0.398,1.0,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,9030000.0
Justin Champagnie,SF,20,TOR,36,0,7.8,0.9,1.9,0.463,0.3,0.8,0.357,0.6,1.1,0.538,0.537,0.3,0.3,1.0,1.0,1.0,2.0,0.3,0.2,0.1,0.2,0.9,2.3,1637966.0
Marquese Chriss,PF,24,DAL,34,0,10.2,1.8,3.9,0.463,0.2,0.7,0.32,1.6,3.2,0.495,0.493,0.6,1.0,0.667,1.0,2.1,3.0,0.5,0.4,0.4,0.5,1.9,4.5,2193920.0
Josh Christopher,SG,20,HOU,74,2,18.0,3.0,6.8,0.448,0.8,2.6,0.296,2.3,4.2,0.54,0.504,1.1,1.5,0.735,0.7,1.8,2.5,2.0,0.9,0.2,1.5,1.3,7.9,2372160.0
Brandon Clarke,PF,25,MEM,64,1,19.5,4.5,7.0,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2.0,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,4343920.0
Jordan Clarkson,SG,29,UTA,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16.0,13340000.0
Nic Claxton,C,22,BRK,47,19,20.7,3.8,5.6,0.674,0.0,0.0,0.3291231732776618,3.8,5.6,0.674,0.674,1.1,2.0,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,8500000.0
Amir Coffey,SG,24,LAC,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9.0,3395062.0
John Collins,PF,24,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,23500000.0
Zach Collins,C,24,SAS,28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,0.535,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,7350000.0
Mike Conley,PG,34,UTA,72,72,28.6,4.8,11.0,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,2.0,13.7,22680000.0
Pat Connaughton,SF,29,MIL,65,19,26.0,3.5,7.6,0.458,2.2,5.7,0.395,1.2,1.9,0.643,0.605,0.7,0.8,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,5728393.0
Robert Covington,PF,31,TOT,71,42,27.3,2.9,7.0,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.548,0.8,1.0,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,12307692.0
Robert Covington,PF,31,POR,48,40,29.8,2.7,7.0,0.381,1.6,4.8,0.343,1.0,2.2,0.462,0.499,0.6,0.8,0.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,7.6,12307692.0
Robert Covington,PF,31,LAC,23,2,22.1,3.5,7.0,0.5,2.1,4.7,0.45,1.4,2.3,0.604,0.651,1.2,1.4,0.848,0.8,4.3,5.1,1.0,1.3,1.2,0.7,2.5,10.4,12307692.0
Torrey Craig,SF,31,TOT,78,16,20.5,2.6,5.7,0.454,1.0,3.0,0.329,1.6,2.7,0.594,0.541,0.5,0.7,0.75,1.1,2.9,4.0,1.2,0.6,0.5,0.9,1.9,6.6,5121951.0
Torrey Craig,SF,31,IND,51,14,20.3,2.5,5.5,0.456,0.9,2.7,0.333,1.6,2.8,0.573,0.537,0.5,0.7,0.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5,5121951.0
Torrey Craig,SF,31,PHO,27,2,20.8,2.7,5.9,0.45,1.1,3.6,0.323,1.5,2.4,0.641,0.547,0.4,0.6,0.706,1.0,3.3,4.3,1.2,0.8,0.6,1.0,2.1,6.9,5121951.0
Jae Crowder,PF,31,PHO,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,10183800.0
Cade Cunningham,SG,20,DET,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,10552800.0
Seth Curry,SG,31,TOT,64,64,33.4,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15.0,8496653.0
Seth Curry,SG,31,PHI,45,45,34.8,5.7,11.7,0.485,2.2,5.6,0.4,3.5,6.2,0.561,0.58,1.4,1.6,0.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.0,8496653.0
Seth Curry,SG,31,BRK,19,19,29.9,5.5,11.1,0.493,3.1,6.5,0.468,2.4,4.6,0.529,0.63,0.9,1.1,0.857,0.2,2.4,2.6,2.6,0.9,0.2,1.3,2.5,14.9,8496653.0
Stephen Curry,PG,33,GSW,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,48070014.0
Anthony Davis,C,28,LAL,40,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,8.9,15.6,0.571,0.542,4.4,6.1,0.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,37980720.0
Terence Davis,SG,24,SAC,30,11,17.9,3.8,8.9,0.423,1.6,5.0,0.329,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,4000000.0
Dewayne Dedmon,C,32,MIA,67,15,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3,7566667.0
Dewayne Dedmon,C,32,MIA,67,15,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3,7566667.0
DeMar DeRozan,PF,32,CHI,76,76,36.1,10.2,20.2,0.504,0.7,1.9,0.352,9.5,18.3,0.52,0.521,6.8,7.8,0.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,27300000.0
Hamidou Diallo,SG,23,DET,58,29,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.55,0.518,1.6,2.4,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1.0,2.5,11.0,5200000.0
Gorgui Dieng,C,32,ATL,44,3,8.4,1.2,2.5,0.473,0.7,1.5,0.426,0.5,1.0,0.545,0.603,0.4,0.6,0.731,0.7,2.0,2.8,0.8,0.3,0.3,0.5,1.2,3.5,1836090.0
Spencer Dinwiddie,PG-SG,28,TOT,67,51,29.6,4.6,11.0,0.416,1.7,4.9,0.339,2.9,6.0,0.479,0.493,2.9,3.8,0.774,0.7,3.5,4.2,5.2,0.7,0.2,1.6,2.2,13.7,20171427.0
Spencer Dinwiddie,PG,28,WAS,44,44,30.2,4.2,11.2,0.376,1.6,5.1,0.31,2.6,6.0,0.432,0.447,2.6,3.3,0.811,0.8,3.9,4.7,5.8,0.6,0.2,1.7,2.4,12.6,20171427.0
